Database ID,Proposed date,Site,Field No.,Trench/location,Level/stratigraphy,Square/Locus,MNI,Age,Sex/gender,Disposal area,Burial type,"Construction, container, wrapping",Alignment (orientation),Body position,Vessels (pottery),Vessels (silicious),Vessels (metal),Vessels (stone),Jewellery,Pins,Weapons,Tools,Glyptic,Animal remains,Miscellaneous grave goods,Possible additional grave goods,Other excavator notes,Data source,Data collator notes,Site latitude,Site longitude,lng,lat
Sus280,late Sukkalmah/early Middle Elamite (?),Susa,-,"Ville Royale sondage 1, east ravine, trench in parallel to and same depth as ""deep trench"" ",-,-,1,-,-,-,tomb,"vaulted tomb, baked brick, rectangular plan, 1.60 x 0.95 m",-,-,-,-,-,-,position not stated: 1 copper/bronze bracelet,-,-,"at entrance: 1 small vessel containing about 15 small hematite weights (""generally in spindles"", a small duck, a mouse?, an insect)",-,-,position not stated: 1 small circular mirror,-,"one of database ID Sus277-G made of baked bricks; contained only one individual; lower than ""Neo-Babylonian"" pit burials; burials found in the entire cut",Mecquenem 1926: 8,one of database ID Sus277-G,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus281,late Sukkalmah/early Middle Elamite (?),Susa,-,"Ville Royale sondage 1, east ravine, trench in parallel to and same depth as ""deep trench"" ",-,-,12,-,-,-,tomb,"vaulted tomb, baked brick, 1.10 x 0.70 m preceded by a small offering chamber, partly covered by a large vessel sherd, back wall made of bricks set vertically; in situ photograph shows a tilted row vault",-,-,"terracotta vessels, two of them paired",-,-,-,-,-,-,-,-,-,a pair of small terracotta oxen,-,"one of database ID Sus277-G made of baked bricks; chamber contained the remains of a dozen individuals; lower than ""Neo-Babylonian"" pit burials; burials found in the entire cut","Mecquenem 1926: 8, pl. 23 bottom (in situ photograph)",one of database ID Sus277-G,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus282,Neo-Elamite I ,Susa,-,"Ville Royale sondage 1, chantier B",-,-,1 (?),-,-,-,pit,pit,-,-,"in situ photograph shows large globular jar, 2 tall Elamite beakers, 1 moulded wall goblet",-,-,-,-,-,-,-,-,-,-,"possibly some of the vessels shown after excavation in Mecquenem 1927, pl. 3 bottom right",-,"Mecquenem 1927: 2, pl. 3 top right (in situ photograph); Wicks 2019, SuP1, pls. 24-25",Wicks 2019 incorrectly assigned this burial to Ville Royale sondage 2,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus283,Neo-Elamite I,Susa,-,"Ville Royale sondage 1, chantier B",-,-,1 (?),-,-,-,pit,pit ,-,-,in situ photograph shows in front of face:1 globular jar; at waist (?) level: 1 tall Elamite beaker ,-,-,-,-,-,-,-,-,-,-,"possibly some of the vessels shown after excavation in Mecquenem 1927, pl. 3 bottom right","one (?) skull well preserved; ""Neo-Babylonian"" date","Mecquenem 1927: 2, pl. 3 top left (in situ photograph); Wicks 2019, SuP2, pls. 24-25",Wicks 2019 incorrectly assigned this burial to Ville Royale sondage 2,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus284-G,Sukkalmah to at least late Neo-Elamite,Susa,-,"Ville Royale sondage 1, chantier B",-,-,-,adults and juveniles,-,-,pit,pits very close together ,inconsistent orientations,"bodies extended or folded in, sometimes in peculiar positions","near the bodies: baked clay vessels of forms evolving from one period to the next, those from Achaemenid and Neo-Babylonian burials were often glazed and decorated [some are possibly shown in Mecquenem 1927, pl. 3 bottom right]",-,-,-,-,-,-,-,-,-,-,"general list for these pits and perhaps the vessel burials of database ID Sus285-G: skeletons of ""children"" often accompanied by silver and copper/bronze jewelry; earrings; pins; necklaces with stone and frit beads; often found on top of the pit were baked clay vessels of quite large dimensions which indicated the burial (others were ""child"" jar burials)","Achaemenid, Neo-Babylonian and ""Elamite"" [i.e., Middle Elamite or Sukkalmah] dates","Mecquenem 1927: 2, pl. III; Wicks 2019, SuP-G3, pl. 25",Wicks 2019 incorrectly assigned these burials to Ville Royale sondage 2,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus285-G,Sukkalmah to at least late Neo-Elamite,Susa,-,"Ville Royale sondage 1, chantier B",-,-,-,"juveniles (""very young individuals"")",-,-,vessel,some vessels ,-,-,-,-,-,-,-,-,-,-,-,-,-,"general list perhaps these vessels as well as the ""children"" in pit burials of database ID Sus284-G: skeletons of ""children"" often accompanied by silver and copper/bronze jewelry; earrings; pins; necklaces with stone and frit beads; often found on top of the pit were baked clay vessels of quite large dimensions which indicated the burial (others were ""child"" jar burials)","Achaemenid, Neo-Babylonian and ""Elamite"" [i.e., Middle Elamite or Sukkalmah] dates","Mecquenem 1927: 2; Wicks 2019, SuV-G3",Wicks 2019 incorrectly assigned these burials to Ville Royale sondage 2,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus286,Sukkalmah or early Middle Elamite (?),Susa,-,"Ville Royale sondage 1, chantier B",-,-,1,-,-,-,pit (?),"""burial"" [in pit?]",-,-,-,-,-,-,-,-,-,-,-,-,"""in"" the burial: several unbaked clay contracts",-,"""Elamite"" date",Mecquenem 1927: 2,-,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus287,early Sukkalmah,Susa,-,"Ville Royale sondage 1, chantier C", -13 m,-,1,-,-,-,coffin,"in situ photograph shows an overturned clay coffin, 1 horizontal moulding directly below lip, Wicks 2024 type 9",-,-,in situ photograph shows outside coffin next to long wall: 1 small pottery vessel ,-,-,-,-,-,-,-,-,-,-,-,"""Hammurabi period""/""20th century"" BCE date [18th century BCE in current Middle Chronology]","Mecquenem 1927: 3, pl. 6 (in situ photograph) and 12 (trench plan), coffin location not marked; Wicks 2024, VR1S3",-,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus288-G,early Sukkalmah,Susa,-,"Ville Royale sondage 1, chantier C"," -13 m, at same level as ""Hammurabi period""/""20th century"" BCE coffin (database ID Sus287)",-,-,-,-,-,vessel,vessels,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Elamite"" date",Mecquenem 1927: 3,-,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus289,Sukkalmah or Middle Elamite (?),Susa,-,"Ville Royale sondage 1, chantier C (south side)",-,-,1,-,-,-,tomb,baked brick tomb,-,-,-,-,-,-,-,-,-,-,-,-,contained a few tablets,"general comment for tombs of database IDs Sus289-292: the furniture contained earthenware vessels, a copper/bronze adze, a copper/bronze stiletto adorned on top with a recumbent wild goat, several javelin points, a beautiful pierced stone mace","""Elamite"" date ","Mecquenem 1927: 3, pl. 6 bottom left (?) (in situ photograph)","one of 4 ""Elamite"" tombs of chantier C (database IDs Sus289-292); in situ photograph labelled as a baked brick vault of the ""20th"" or ""15th"" century BCE shows a small tilted row vault that may be either this or a second baked brick tomb excavated in the same area (database ID Sus290)","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus290,Sukkalmah or Middle Elamite (?),Susa,-,"Ville Royale sondage 1, chantier C (south side)",-,-,1,-,-,-,tomb,baked brick tomb,-,-,-,-,-,-,-,-,-,-,-,-,-,"general comment for tombs of database IDs Sus289-292: the furniture contained earthenware vessels, a copper/bronze adze, a copper/bronze stiletto adorned on top with a recumbent wild goat, several javelin points, a beautiful pierced stone mace","""Elamite"" date ","Mecquenem 1927: 3, pl. 6 bottom left (?) (in situ photograph)","one of 4 ""Elamite"" tombs of chantier C (database IDs Sus289-292); in situ photograph labelled as a baked brick vault of the ""20th"" or ""15th"" century BCE shows a small tilted row vault that may be this or a second baked brick tomb excavated in the same area (database ID Sus289)","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus291,Sukkalmah or Middle Elamite (?),Susa,-,"Ville Royale sondage 1, chantier C (south side)",-,-,1,-,-,-,tomb,unbaked brick tomb,-,-,-,-,-,-,-,-,-,-,-,-,-,"general comment for tombs of database IDs Sus289-292: the furniture contained earthenware vessels, a copper/bronze adze, a copper/bronze stiletto adorned on top with a recumbent wild goat, several javelin points, a beautiful pierced stone mace","""Elamite"" date ",Mecquenem 1927: 3,"one of 4 ""Elamite"" tombs of chantier C (database IDs Sus289-292)","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus292,Sukkalmah or Middle Elamite (?),Susa,-,Ville Royale sondage 1 chantier C (south side),-,-,1,-,-,-,tomb,unbaked brick tomb,-,-,-,-,-,-,-,-,-,-,-,-,-,"general comment for tombs of database IDs Sus289-292: the furniture contained earthenware vessels, a copper/bronze adze, a copper/bronze stiletto adorned on top with a recumbent wild goat, several javelin points, a beautiful pierced stone mace","""Elamite"" date ",Mecquenem 1927: 3,"one of 4 ""Elamite"" tombs of chantier C (database IDs Sus289-292)","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus293-G,Sukkalmah or Middle Elamite (?),Susa,-,"Ville Royale sondage 1, chantier C (east side)",-,-,-,-,-,-,vessel,vessels,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Elamite"" date ",Mecquenem 1927: 3,"date suggested based on the tendency of Mecquenem to apply an ""Elamite"" date to Sukkalmah and Middle Elamite-dated material ","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus294-G,Sukkalmah or Middle Elamite (?),Susa,-,"Ville Royale sondage 1, chantier C (east side)",-,-,-,-,-,-,tomb,vaulted tombs in baked bricks,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Elamite"" date ",Mecquenem 1927: 3,"database ID Sus295 belongs to this group; date suggested based on the tendency of Mecquenem to apply an ""Elamite"" date to Sukkalmah and Middle Elamite-dated material ","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus295,Sukkalmah or Middle Elamite (?),Susa,-,"Ville Royale sondage 1, chantier C (east side)",-,-,1,-,-,-,tomb,"vaulted tomb, baked bricks; exterior (""hors oeuvre"") 2 m x 1.80 m, h. 1.92 m; in front of door an uncovered access well l. 1.10 m, w. 0.60 m, d. 1.60 m, filled with earth; interior walls plastered with lime, paved floor",-,-,1 small terracotta bottle,-,-,-,-,-,-,-,-,-,-,-,"the largest of the ""Elamite"" tombs of database ID Sus294-G; many bones formed a layer of 10 cm on the pavement","Mecquenem 1927: 3, pl. 10 (?) (in situ photograph)","one of database ID Sus294-G; the large tomb described in the text may be the one shown in pl. 10 in situ, a tilted row vault resting on at least 7 horizontal courses of bricks, a rear wall of vertically placed bricks, and an access well made of horizontally placed bricks; date suggested based on the tendency of Mecquenem to apply an ""Elamite"" date to Sukkalmah and Middle Elamite-dated material ","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus296,Sukkalmah (?),Susa,-,"Ville Royale sondage 1, chantier C (east side)","below the well of the largest of the ""Elamite"" tombs (database ID Sus295)",-,"1 (""layer of bones"")",-,-,-,tomb,"smaller tomb than the one directly above, plan 1.0 x 0.80 m, h. 0.90 m",-,-,1 small clay bottle,-,-,-,many fragments of gold and electrum foil,-,-,-,-,-,"fragments of a head in unbaked earth with traces of bitumen paint [Mecquenem 1927 text refers to a head in pl. 11.1, which appears to be from another tomb (database ID Sus301) in chantier C ""more in the north""]",-,"""Elamite"" date; layer of bones 30 cm thick",Mecquenem 1927: 3-4 ,"one of database ID Sus294-G; date suggested based on the tendency of Mecquenem to apply an ""Elamite"" date to Sukkalmah and Middle Elamite-dated material ","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus297-G,early Sukkalmah (?),Susa,-,"Ville Royale sondage 1, chantier C (east side)","below the well of the largest of the ""Elamite"" tombs (database ID Sus288)",-,-,-,-,-,vessel,vessels,-,-,-,-,-,-,-,-,-,-,-,-,each vessel burial contained a lamp in unbaked earth coated on the outside with bitumen,-,"near a ""20th century"" BCE vessel (database ID Sus298) [18th century BCE in current Middle Chronology]",Mecquenem 1927: 4,date as per the nearby vessel burial (database ID Sus298),"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus298,early Sukkalmah (?),Susa,-,"Ville Royale sondage 1, chantier C (east side)","below the well of the largest of the ""Elamite"" tombs (database ID Sus288)",-,1,juvenile,-,-,vessel,"round-bottomed vessel with a narrow opening, maximum dm. 58 cm; on one side of the vessel body a 20 cm wide serrated projection, on the opposite side a lateral spout similar to those of the 20th century BCE level [18th century in current Middle Chronology]",-,-,-,-,-,-,1 copper/bronze bracelet,-,-,-,-,-,-,-,"contained a ""child's"" bones",Mecquenem 1927: 4,"found near other vessel burials of database IDs Sus297-G; possibly early/mid Sukkalmah based on the position of the burial under the well of an ""Elamite"" vault and Mecquenem's comment on the 20th century burial vessel type (18th century in current Middle Chronology)","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus299,early/mid Sukkalmah (?),Susa,-,"Ville Royale sondage 1, chantier C (east side)",-,-,1,"adult? (a ""young man"")",-,-,coffin,"upright-set clay coffin, slightly convex lid, narrowed at one end",-,extended,-,-,-,-,-,-,-,-,-,-,-,-,"""20th century"" BCE date [18th century BCE in current Middle Chronology]; narrowed end of coffin ""a rare peculiarity at this level""; no grave goods","Mecquenem 1927: 4; Wicks 2024, VR1S28",-,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus300,late Sukkalmah /early Middle Elamite,Susa,-,"Ville Royale sondage 1, chantier C (more to the north [of the east side])",-,-,6,-,-,-,tomb,"vaulted tomb ""in baked clay"", 1.30 x 1.0 m, h. 1.0 m",-,-,"1 small bottle, 1 vessel with a large belly and a small foot [both pottery?]",-,-,-,-,-,-,fragment of a hematite weight,-,-,-,-,vault contained at least 6 skeletons; a few tablets found above the vault,Mecquenem 1927: 4,-,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus301,late Sukkalmah /early Middle Elamite,Susa,-,"Ville Royale sondage 1 chantier C (more to the north [of the east side], at the end of the trench)",-,-,more than 9,-,-,-,tomb,"vaulted tomb, 1.60 x 1.50 m, h. 1.10 m, in front of the door a small, ruined brick construction ",-,-,-,-,-,-,"inside vault: 1 small silver pendant or earring, 1 small earring in terracotta",-,-,-,-,-,"in construction in front of door: an important fragment of an earthenware female head (has no traces of paint as per Mecquenem 1929-30: 86), the braids of the hairstyle descend in front of the ears, the head is reminiscent of the heads of terracotta figurines abundant in this chantier [this is probably the head in pl. 11 top attributed incorrectly to another tomb in chantier C (east side) (database ID Sus296)]",-,contained many skeletons (more than 9),"Mecquenem 1927: 4, pl. 11 top (?) (clay head, photograph after excavation); 1929-30: 86, pl. XVII, c, d (reference to the clay head)",-,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus302-G,Sukkalmah or Middle Elamite (?),Susa,-,"Ville Royale sondage 1, chantier C opposite side of ravine ",-,-,-,-,-,-,pit (?),"several ""burials"" [in pits?]",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1927: 4,"mentioned together with ""Elamite"" wells, not clear if they are thought to be of the same date; if so, a date could be suggested based on the tendency of Mecquenem to apply an ""Elamite"" date to Sukkalmah and Middle Elamite-dated material ","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus303,Sukkalmah,Susa,-,"Ville Royale sondage 1, chantier C",-,-,1,-,-,-,vessel,in situ photograph shows an upright-set vessel with broad lower belly tapering to a narrower neck and minimum 7 horizontal mouldings,-,-,in situ photograph shows possibly sitting over top of burial vessel mouth: 1 small ovoid pottery (?) vessel ,-,-,-,-,-,-,-,-,-,-,-,"""12th century"" BCE date","Mecquenem 1927, pl. 6 top right (in situ photograph)","one of the ""Elamite"" vessel burials of database IDs Sus288-G, Sus293-G, Sus297-G; probably coeval with Ville Royale A XV-XIII when some large storage vessels had numerous mouldings","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus304,Middle Elamite,Susa,-,"Ville Royale sondage 1, chantier C",-,-,1,-,-,-,vessel (double),"in situ photograph shows an upright-set vessel with globular body, covered by an overturned hole-ring vessel",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""10th century"" BCE date","Mecquenem 1927, pl. 6 bottom right (in situ photograph)","one of the ""Elamite"" vessel burials of database IDs Sus288-G, Sus293-G, Sus297-G; hole-ring pots first appear around the 16th century BCE (Gasche 1973, group 35a, pl. 44.3-6, Ville Royale A XII, group 35b, pl. 44.2, Ville Royale A XI); comparable double-vessel burials with hole-ring vessel covers were noted at Haft Tappeh in building level II (Mofidi-Nasrabadi 2010, Taf. 68-69), which yielded radiocarbon dates of 1525-1435 BCE (Mofidi-Nasrabadi 2016: 98)","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus305,early/mid Sukkalmah,Susa,-,"Ville Royale sondage 1, chantier C",-,-,1,-,-,-,vessel,"in situ photograph shows a side-set vessel with minimum 3 horizontal mouldings and a narrow foot [closest cf. is Gasche 1973, group 36a, pl. 45.6-8, Ville Royale A XV, or 45.4, Ville Royale A XIV]",-,-,n situ photograph shows next to burial vessel base: 2 small pottery vessels,-,-,-,-,-,-,-,-,-,-,-,"""Elamite"" date","Mecquenem 1927, pl. 8 top right (in situ photograph)","one of the ""Elamite"" vessel burials of database IDs Sus288-G, Sus293-G, Sus297-G","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus306,Sukkalmah (?),Susa,-,"Ville royale, one of the several cuts made to the east of sondage 1 ",-,-,1,-,-,-,pit (?),"""burial"" [in a pit?]",-,-,-,-,-,-,-,-,-,-,-,-,bronze objects,-,"""Hammurabi period"" date",Mecquenem 1927: 4,-,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus307-G,Neo-Elamite,Susa,-,"Ville Royale sondage 1, going towards the east",upper level,-,-,-,-,-,pit (?),"""burials"" [in pits?]",-,-,pottery vessels,"glazed frit vessels (two of them in poor state and a third decorated with polychrome designs preserving a lid, pl. 8)",-,-,-,-,-,-,-,-,-,-,"""Achaemenid and Neo-Babylonian"" date","Mecquenem 1928: 2, pl. 8 top (glazed frit vessel with lid, photograph after excavation); Wicks 2019, SuU-G7. pl. 26",Wicks 2019 incorrectly assigned these burials to Ville Royale sondage 2,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus308-G,Neo-Elamite I (?),Susa,-,"Ville Royale sondage 1, west",intermediate level,-,-,-,-,-,pit,pits ,-,-,baked clay vessels [some of these vessels should be shown in pl. 7],-,-,-,necklaces with carnelian beads,-,-,-,-,-,-,-,"""Achaemenid and Neo-Babylonian"" date","Mecquenem 1928: 2, pl. 7 top (?) (pottery vessels, photograph after excavation); Wicks 2019, SuP-G4, pl. 26",Wicks 2019 incorrectly assigned these burials to Ville Royale sondage 2,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus309,Neo-Elamite I,Susa,-,"Ville Royale sondage 1, west",intermediate level,-,1,-,-,-,pit,pit ,-,-,in situ photograph shows behind head: 2 tall Elamite beakers; perhaps at the level of the waist: 1 small bowl leaning against 1 long-necked jar ,-,-,-,-,-,-,-,-,-,-,-,"one skull well-preserved; Neo-Babylonian"" date","Mecquenem 1928: 2, pl. 5 top left (in situ photograph); Wicks 2019, SuP3, pl. 17",Wicks 2019 incorrectly assigned this burial to Ville Royale sondage 2,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus310,Neo-Elamite (?),Susa,-,-,-,-,1,-,-,-,pit ,"burial ""on the ground""",-,"in situ photograph shows a skeleton on left side, knees flexed at 45°, elbows possibly flexed",-,-,-,-,-,-,-,-,-,-,-,-,-,"Mecquenem 1928: 2, pl. 5 bottom left (in situ photograph)","in situ photograph shows only skeleton in situ; should be one of the ""Achaemenid and Neo-Babylonian"" dated tombs “on the ground” described as being shown on pl. 5","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus311-G,Sukkalmah or Middle Elamite (?),Susa,-,"Ville Royale sondage 1, eastern flank",lower level,-,-,-,-,-,tomb (?),"several ""tombeaux"" ",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"""Elamite"" date",Mecquenem 1928: 3,"database ID Sus312 belongs to this group; date suggested based on the tendency of Mecquenem to apply an ""Elamite"" date to Sukkalmah and Middle Elamite-dated material ","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus312,Sukkalmah or Middle Elamite (?),Susa,-,"Ville Royale sondage 1, eastern flank",lower level,-,1,-,-,-,tomb (?),tombeau,-,-,-,-,-,-,-,-,"2 socketed copper/bronze spears (pl. 8 bottom), flint blades",-,-,-,-,-,"""Elamite"" date; near the skeleton was a kind of hearth built in unbaked earth","Mecquenem 1928: 3, pl. 8 bottom (pottery and metal items, photograph after excavation [published as Mecquenem 1929-30, pl. XIXa without mention in text])","one of database ID Sus311-G; date suggested based on the tendency of Mecquenem to apply an ""Elamite"" date to Sukkalmah and Middle Elamite-dated material ","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus313-G,Neo-Elamite,Susa,-,Ville Royale sondage 1,"intermediate level, -5 to -8.4 m",-,-,-,-,-,pit,pits ,-,"bodies in very diverse positions, one on its back and bones appeared as if whitewashed",clay vessels,-,-,-,rare necklaces with frit beads,-,-,-,-,-,-,-,"grave goods described as particularly poor; ""Achaemenid and Neo-Babylonian"" date","Mecquenem 1929: 3; Wicks 2019, SuP-G6",-,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus314,Neo-Elamite I ,Susa,-,Ville Royale sondage 1,"intermediate level, -5 to -8.4 m",-,3,-,-,-,pit,pit ,-,"3 extended bodies, two placed one over the other head to tail, the third had arms crossed","assuming in situ photograph pl. 3 shows the burial mentioned in text, at least 2 tall Elamite beakers were next to one of the heads",-,-,-,-,-,-,-,-,-,-,-,"pit contained 3 individuals; ""the vessels attest this was not a burial done in haste""; ""Achaemenid"" or Neo-Babylonian"" date","Mecquenem 1929: 3, pl. 3 top left (?) (in situ photograph); Wicks 2019, SuP4, pl. 17",-,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus315-G,Neo-Elamite (?),Susa,-,"Ville Royale sondage 1, near edge of mound","intermediate level, -5 to -8.4 m",-,-,juveniles,-,-,vessel,vessels ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,"vessel burials of ""children"" crowded near edge of mound","Mecquenem 1929: 3; Wicks 2019, SuV-G4","database ID Sus316 belongs to this group; appear to still be ""Achaemenid and Neo-Babylonian"" date as per pit burials of database IDs Sus313-G and Sus314","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus316,Neo-Elamite (?),Susa,-,Ville Royale sondage 1,"intermediate level, -5 to -8.4 m",-,1,"juvenile (""adolescent"")",-,-,vessel,"secondary burial (""re-inhumation"") in a vessel too small to have contained the body of the adolescent whose bones were recognised in it",-,-,-,-,-,-,-,bone pin,-,-,-,-,-,-,"in the middle of a group of 5 [i.e., vessel burials]","Mecquenem 1929: 3; Wicks 2019, SuV2","one of database ID Sus315-G; appear to still be ""Achaemenid and Neo-Babylonian"" date as per pit burials of database IDs Sus313-G and Sus314","32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus317-G,late Sukkalmah/early Middle Elamite (?),Susa,-,Ville Royale sondage 1,"below the intermediate level (which was -5 to -8.4 m), below ""Neo-Babylonian"" finds",-,-,"juvenile (""adolescent"")",-,-,vessel,"""large vessels""",-,-,-,-,-,-,-,-,-,-,-,-,-,-,"large vessels containing the remains of adolescents, sometimes accompanied by grave goods",Mecquenem 1929: 3 ,database ID Sus318 belongs to this group,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus318,late Sukkalmah/early Middle Elamite (?),Susa,-,Ville Royale sondage 1,"below the intermediate level (which was -5 to -8.4 m), below ""Neo-Babylonian"" finds",-,1,"juvenile (""adolescent"")",-,-,vessel,"vessel h. 1 m, mouth dm. 0.90 m",-,-,"1 terracotta vessel (h. 25 cm), 1 bowl (opening dm. 20 cm)",-,-,-,-,-,-,"2 fragments of flint blades, 1 scraper, 1 flint flake, 1 pebble perhaps used as a polisher, 1 pebble cut and polished in shape of a wedge, 1 larger pebble, probably a striker",-,"fragment of an animal bone (""side of beef"")","1 lamp spout, traces of wood,",-,"one of a group of burials of ""adolescents"" in large vessels",Mecquenem 1929: 3,one of database ID Sus317-G,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus319,late Sukkalmah/early Middle Elamite (?),Susa,-,Ville Royale sondage 1,below the intermediate level (which was -5 to -8.4 m),-,3,-,-,-,coffin,"upright-set clay coffin l. 150 cm, h. 20 cm, w. 60 cm, slightly convex lid",-,-,-,-,-,-,-,-,-,-,-,-,-,-,contained 3 skeletons,"Mecquenem 1929: 4; Wicks 2024, VR1S29", explicitly described as having no grave goods,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus320,late Sukkalmah or earlier (?),Susa,-,Ville Royale sondage 1,"at the ""base of the level"" below the intermediate level (which was -5 to -8.4 m), lay below level of an upright coffin (database ID Sus319) [coffin probably late Sukkalmah/early Middle Elamite]",-,2,-,-,-,pit (?),"pit, ""perhaps a mud brick construction"", ""incomplete bones"" [a secondary interment?] laid on a mat",-,-,near second skull: 3 pottery vessels,-,near first skull: 1 copper/bronze cup,-,"near first skull: some paste beads; near second skull: 1 agate oudja, 3 fragments of gold sheet, a few carnelian beads ",-,-,-,"near first skull: 1 hematite cylinder sealed mounted in silver (in the copper/bronze cup); near second skull: 1 ""beautiful"" agate cylinder-seal",-,-,-,"""we noted two skulls; the incomplete bones were laid on a mat""; a few fragments of unbaked clay tablets also noted",Mecquenem 1929: 4,-,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus321,Shimashki/early Sukkalmah,Susa,-,"Ville Royale sondage 1, on slope of mound",ca. 5 m above level of surrounding plain,-,1,-,-,-,coffin,"in situ photograph shows an overturned clay coffin type 7, this allocation assumes that a foot was once present on base (coffin damaged by weather and a drainage well), 5 horizontal mouldings",-,-,location in relation to coffin unknown: 1 bowl [pottery?],-,-,location in relation to coffin unknown: fragment of 1 bitumen tray with 3 added feet,-,-,-,-,-,-,-,-,"""22nd century"" BCE date; coffin exposed by rain ","Mecquenem 1929: 4, pl. 9 centre (in situ photograph); Wicks 2024, VR1S4",-,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus322,early Sukkalmah,Susa,-,"Ville Royale sondage 1, on slope of mound",-,-,3 (?),-,-,-,coffin,"overturned clay coffin, no mouldings",-,-,outside coffin: small vessels [pottery?],-,outside coffin: copper/bronze bowls,-,-,-,-,-,-,-,-,-,"""20th century"" BCE date [18th century BCE in current Middle Chronology]; 3 groups of bones, likely successive burials, separated by two old coffin bases","Mecquenem 1929: 4; Wicks 2024, VR1S5",-,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
Sus323-G,early Sukkalmah (?),Susa,-,"Ville Royale sondage 1, on slope of mound","same level as a ""20th century"" BCE coffin (database ID Sus322) [18th century BCE in current Middle Chronology]",-,-,-,-,-,vessel,several vessels ,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Mecquenem 1929: 4,-,"32°11'10.72""N","48°14'54.01""E",32.1863111111111,48.2483361111111
